,Title,item_ids
8410875,"Garçu, Le (1995)",738
8421038,Honey Moon (Honigmond) (1996),739
8427851,Ghost in the Shell (Kôkaku kidôtai) (1995),741
8433622,Thinner (1996),742
8441856,Spy Hard (1996),743
8453469,Brothers in Trouble (1995),744
8458767,Wallace & Gromit: A Close Shave (1995),745
8466846,Force of Evil (1948),746
8470693,"Stupids, The (1996)",747
8472874,"Arrival, The (1996)",748
8474028,"Man from Down Under, The (1943)",749
8476961,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),750
8481051,Careful (1992),751
8482529,Vermont Is For Lovers (1992),752
8486861,"Month by the Lake, A (1995)",753
8492042,Gold Diggers: The Secret of Bear Mountain (1995),754
8514812,Kim (1950),755
8516569,Carmen Miranda: Bananas Is My Business (1994),756
8523664,Ashes of Time (Dung che sai duk) (1994),757
8526718,"Jar, The (Khomreh) (1992)",758
8533872,Maya Lin: A Strong Clear Vision (1994),759
8540665,Stalingrad (1993),760
8542563,"Phantom, The (1996)",761
8551156,Striptease (1996),762
8556541,"Last of the High Kings, The (a.k.a. Summer Fling) (1996)",763
8565366,Heavy (1995),764
8570802,Jack (1996),765
8576232,I Shot Andy Warhol (1996),766
8584366,"Grass Harp, The (1995)",767
8592389,Someone Else's America (1995),768
8592707,Marlene Dietrich: Shadow and Light (1996),769
8611141,Costa Brava (1946),770
8616327,"Life Is Rosy (a.k.a. Life Is Beautiful) (Vie est belle, La) (1987)",771
8619541,Quartier Mozart (1992),772
8621118,Touki Bouki (1973),773
8623954,Wend Kuuni (a.k.a. God's Gift) (1982),774
8628964,Spirits of the Dead (1968),775
8630898,Babyfever (1994),776
8633878,Pharaoh's Army (1995),777
8637560,Trainspotting (1996),778
8643071,'Til There Was You (1997),779
8655057,Independence Day (a.k.a. ID4) (1996),780
8665551,Stealing Beauty (1996),781
8671129,"Fan, The (1996)",782
8672636,"Hunchback of Notre Dame, The (1996)",783
8677302,"Cable Guy, The (1996)",784
8679817,Kingpin (1996),785
8683541,Eraser (1996),786
8684335,"Gate of Heavenly Peace, The (1995)",787
8692603,"Nutty Professor, The (1996)",788
8693368,"I, the Worst of All (Yo, la peor de todas) (1990)",789
8693617,"Unforgettable Summer, An (Un été inoubliable) (1994)",790
8693732,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)",791
8696052,"Hungarian Fairy Tale, A (Hol volt, hol nem volt) (1987)",792
8720401,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),793
8722850,Midnight Dancers (Sibak) (1994),794
8723474,Somebody to Love (1994),795
8726074,"Very Natural Thing, A (1974)",796
8729388,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",797
8734035,Daylight (1996),798
8735262,"Frighteners, The (1996)",799
8740157,Lone Star (1996),800
8746930,Harriet the Spy (1996),801
8748931,Phenomenon (1996),802
8759121,Walking and Talking (1996),803
8760059,She's the One (1996),804
8783463,"Time to Kill, A (1996)",805
8792864,American Buffalo (1996),806
8809289,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",807
8812829,Alaska (1996),808
8817443,Fled (1996),809
8841085,Kazaam (1996),810
8850838,Magic Hunter (Büvös vadász) (1994),812
8861370,Larger Than Life (1996),813
8874836,"Boy Called Hate, A (1995)",814
8887116,Power 98 (1996),815
8891611,Two Deaths (1995),816
8892997,"Very Brady Sequel, A (1996)",818
8898486,Stefano Quantestorie (1993),819
8911423,"Death in the Garden (Mort en ce jardin, La) (1956)",820
8911622,"Crude Oasis, The (1995)",821
8913194,Hedd Wyn (1992),822
8914870,"Collector, The (La collectionneuse) (1967)",823
8919971,Kaspar Hauser (1993),824
8922653,Regular Guys (Echte Kerle) (1996),825
8926810,Women Robbers (Diebinnen) (1995),826
8927792,"Convent, The (O Convento) (1995)",827
8929346,"Adventures of Pinocchio, The (1996)",828
8946349,Joe's Apartment (1996),829
8969918,"First Wives Club, The (1996)",830
8979492,Stonewall (1995),831
8983198,Ransom (1996),832
8987310,High School High (1996),833
8992154,Phat Beach (1996),834
9000633,Foxfire (1996),835
9005303,Chain Reaction (1996),836
9008194,Matilda (1996),837
9010589,Emma (1996),838
9011447,"Crow: City of Angels, The (1996)",839
9014648,House Arrest (1996),840
9030387,"Eyes Without a Face (Yeux sans visage, Les) (1959)",841
9031560,Tales from the Crypt Presents: Bordello of Blood (1996),842
9031650,Lotto Land (1995),843
9040721,"Story of Xinghua, The (Xinghua san yue tian) (1994)",844
9062467,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",845
9074749,Flirt (1995),846
9080776,"Big Squeeze, The (1996)",847
9085547,"Spitfire Grill, The (1996)",848
9086753,Escape from L.A. (1996),849
9091486,Cyclo (Xich lo) (1995),850
9094820,Basquiat (1996),851
9097297,Tin Cup (1996),852
9100065,Dingo (1991),853
9108829,"Ballad of Narayama, The (Narayama Bushiko) (1958)",854
9114922,Every Other Weekend (Un week-end sur deux) (1990),855
9115265,Mille bolle blu (1993),856
9137617,Crows and Sparrows (Wuya yu maque) (1949),857
9139078,"Godfather, The (1972)",858
9142408,"Hippie Revolution, The (1996)",859
9148495,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",860
9149553,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),861
9149915,Manny & Lo (1996),862
9150388,"Wife, The (1995)",864
9152118,Small Faces (1996),865
9158098,Bound (1996),866
9161468,Carpool (1996),867
9161679,Death in Brunswick (1991),868
9169858,Kansas City (1996),869
9171829,Gone Fishin' (1997),870
9177087,Lover's Knot (1996),871
9186753,Vive L'Amour (Ai qing wan sui) (1994),872
9187254,Shadow of Angels (Schatten der Engel) (1976),873
9191009,Killer: A Journal of Murder (1995),874
9193529,Nothing to Lose (1994),875
9196640,Supercop 2 (Project S) (Chao ji ji hua) (1993),876
9197847,Girls Town (1996),877
9199704,Bye-Bye (1995),878
9201248,"Relic, The (1997)",879
9205989,"Island of Dr. Moreau, The (1996)",880
9207523,First Kid (1996),881
9209268,"Trigger Effect, The (1996)",882
9209598,Sweet Nothing (1996),884
9209850,Bogus (1996),885
9209914,Bulletproof (1996),886
9210259,Talk of Angels (1998),887
9210481,Land Before Time III: The Time of the Great Giving (1995),888
9210740,1-900 (06) (1994),889
9210958,Baton Rouge (Bâton rouge) (1988),890
9211194,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),891
9214006,Twelfth Night (1996),892
9215182,Mother Night (1996),893
9215478,Liebelei (1933),894
9215654,Venice/Venice (1992),895
9218698,Wild Reeds (Les roseaux sauvages) (1994),896
9227857,For Whom the Bell Tolls (1943),897
9235375,"Philadelphia Story, The (1940)",898
9241217,Singin' in the Rain (1952),899
9241886,"American in Paris, An (1951)",900
9241967,Funny Face (1957),901
9242096,Breakfast at Tiffany's (1961),902
9242216,Vertigo (1958),903
9247823,Rear Window (1954),904
9248440,It Happened One Night (1934),905
9252417,Gaslight (1944),906
9254194,"Gay Divorcee, The (1934)",907
9254805,North by Northwest (1959),908
9255645,"Apartment, The (1960)",909
9264612,Some Like It Hot (1959),910
9276915,Charade (1963),911
9277193,Casablanca (1942),912
9281463,"Maltese Falcon, The (1941)",913
9288080,My Fair Lady (1964),914
9306766,Sabrina (1954),915
9313222,Roman Holiday (1953),916
9316989,"Little Princess, The (1939)",917
9321236,Meet Me in St. Louis (1944),918
9321932,"Wizard of Oz, The (1939)",919
9323211,Gone with the Wind (1939),920
9324828,My Favorite Year (1982),921
9334416,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),922
9336426,Citizen Kane (1941),923
9336783,2001: A Space Odyssey (1968),924
9336846,Golden Earrings (1947),925
9338051,All About Eve (1950),926
9340343,"Women, The (1939)",927
9341639,Rebecca (1940),928
9344046,Foreign Correspondent (1940),929
9345033,Notorious (1946),930
9352145,Spellbound (1945),931
9357854,"Affair to Remember, An (1957)",932
9359824,To Catch a Thief (1955),933
9360842,Father of the Bride (1950),934
9361116,"Band Wagon, The (1953)",935
9361327,Ninotchka (1939),936
9362446,Love in the Afternoon (1957),937
9362713,Gigi (1958),938
9364444,"Reluctant Debutante, The (1958)",939
9364532,"Adventures of Robin Hood, The (1938)",940
9378888,"Mark of Zorro, The (1940)",941
9379122,Laura (1944),942
9379325,"Ghost and Mrs. Muir, The (1947)",943
9380058,Lost Horizon (1937),944
9380303,Top Hat (1935),945
9380555,To Be or Not to Be (1942),946
9386940,My Man Godfrey (1936),947
9396597,Giant (1956),948
9400132,East of Eden (1955),949
9412010,"Thin Man, The (1934)",950
9412318,His Girl Friday (1940),951
9414997,Around the World in 80 Days (1956),952
9426396,It's a Wonderful Life (1946),953
9440705,Mr. Smith Goes to Washington (1939),954
9444868,Bringing Up Baby (1938),955
9453837,Penny Serenade (1941),956
9454123,"Scarlet Letter, The (1926)",957
9454206,Lady of Burlesque (1943),958
9456833,Of Human Bondage (1934),959
9457024,Angel on My Shoulder (1946),960
9457751,Little Lord Fauntleroy (1936),961
9466478,They Made Me a Criminal (I Became a Criminal) (They Made Me a Fugitive) (1939),962
9467710,"Inspector General, The (1949)",963
9478517,Angel and the Badman (1947),964
9478612,"39 Steps, The (1935)",965
9479043,"Walk in the Sun, A (1945)",966
9482727,"Outlaw, The (1943)",967
9483544,Night of the Living Dead (1968),968
9486065,"African Queen, The (1951)",969
9490321,Beat the Devil (1953),970
9491623,Cat on a Hot Tin Roof (1958),971
9495220,"Last Time I Saw Paris, The (1954)",972
9500648,Meet John Doe (1941),973
9502635,Algiers (1938),974
9505000,Something to Sing About (1937),975
9510664,"Farewell to Arms, A (1932)",976
9516631,Moonlight Murder (1936),977
9516769,Nothing Personal (1995),979
9519182,"Yes, Madam (a.k.a. Police Assassins) (a.k.a. In the Line of Duty 2) (Huang gu shi jie) (1985)",980
9519244,Dangerous Ground (1997),981
9520595,Picnic (1955),982
9521999,Madagascar Skin (1995),983
9522058,"Pompatus of Love, The (1996)",984
9522530,Small Wonders (1995),985
9522899,Fly Away Home (1996),986
9524564,Bliss (1997),987
9531031,Grace of My Heart (1996),988
9532359,Brother of Sleep (Schlafes Bruder) (1995),989
9535905,Maximum Risk (1996),990
9537040,Michael Collins (1996),991
9539148,"Rich Man's Wife, The (1996)",992
9539347,Infinity (1996),993
9542750,Big Night (1996),994
9542778,Last Man Standing (1996),996
9542838,Caught (1996),997
9544836,Set It Off (1996),998
9546699,2 Days in the Valley (1996),999
9567137,Curdled (1996),1000
9567241,"Associate, The (Associé, L') (1979)",1001
9567634,Ed's Next Move (1996),1002
9579578,Extreme Measures (1996),1003
9579601,"Glimmer Man, The (1996)",1004
9579794,D3: The Mighty Ducks (1996),1005
9584100,"Chamber, The (1996)",1006
9585312,"Apple Dumpling Gang, The (1975)",1007
9588023,"Davy Crockett, King of the Wild Frontier (1955)",1008
9600199,Escape to Witch Mountain (1975),1009
9601210,"Love Bug, The (1969)",1010
9601836,Herbie Rides Again (1974),1011
9602068,Old Yeller (1957),1012
9602092,"Parent Trap, The (1961)",1013
9607558,Pollyanna (1960),1014
9608278,Homeward Bound: The Incredible Journey (1993),1015
9608439,"Shaggy Dog, The (1959)",1016
9609311,Swiss Family Robinson (1960),1017
9609738,That Darn Cat! (1965),1018
9609963,"20,000 Leagues Under the Sea (1954)",1019
9610921,Cool Runnings (1993),1020
9612579,Angels in the Outfield (1994),1021
9613587,Cinderella (1950),1022
9614717,Winnie the Pooh and the Blustery Day (1968),1023
9614891,"Three Caballeros, The (1945)",1024
9621270,"Sword in the Stone, The (1963)",1025
9621705,So Dear to My Heart (1949),1026
9621733,Robin Hood: Prince of Thieves (1991),1027
9621874,Mary Poppins (1964),1028
9622985,Dumbo (1941),1029
9623697,Pete's Dragon (1977),1030
9624398,Bedknobs and Broomsticks (1971),1031
9625639,Alice in Wonderland (1951),1032
9626235,"Fox and the Hound, The (1981)",1033
9626279,Freeway (1996),1034
9626470,"Sound of Music, The (1965)",1035
9626793,Die Hard (1988),1036
9626866,"Lawnmower Man, The (1992)",1037
9629687,Unhook the Stars (1996),1038
9631699,Synthetic Pleasures (1995),1039
9631779,"Secret Agent, The (1996)",1040
9631785,Secrets & Lies (1996),1041
9632045,That Thing You Do! (1996),1042
9632839,To Gillian on Her 37th Birthday (1996),1043
9634962,Surviving Picasso (1996),1044
9635273,Love Is All There Is (1996),1045
9647434,Beautiful Thing (1996),1046
9679689,"Long Kiss Goodnight, The (1996)",1047
9700498,"Ghost and the Darkness, The (1996)",1049
9710211,Looking for Richard (1996),1050
9726346,Trees Lounge (1996),1051
9739008,"Proprietor, The (1996)",1052
9759609,Normal Life (1996),1053
9770773,Get on the Bus (1996),1054
9786956,Shadow Conspiracy (1997),1055
9799775,Jude (1996),1056
9813686,Everyone Says I Love You (1996),1057
9832522,Bitter Sugar (Azúcar amarga) (1996),1058
9836646,William Shakespeare's Romeo + Juliet (1996),1059
9837850,Swingers (1996),1060
9845197,Sleepers (1996),1061
9856465,"Sunchaser, The (1996)",1062
9870679,Johns (1996),1063
9875548,Aladdin and the King of Thieves (1996),1064
9879093,Five Angles on Murder (1950),1065
9891166,Shall We Dance (1937),1066
9901555,"Damsel in Distress, A (1937)",1067
9909493,Crossfire (1947),1068
9916076,"Murder, My Sweet (1944)",1069
9925575,Macao (1952),1070
9936497,For the Moment (1994),1071
9940559,Willy Wonka & the Chocolate Factory (1971),1073
9944461,"Sexual Life of the Belgians, The (Vie sexuelle des Belges 1950-1978, La) (1994)",1075
9948888,"Innocents, The (1961)",1076
9951447,Sleeper (1973),1077
9955791,Bananas (1971),1078
9964745,"Fish Called Wanda, A (1988)",1079
9967979,Monty Python's Life of Brian (1979),1080
9983001,Victor/Victoria (1982),1081
9984858,"Candidate, The (1972)",1082
9999627,"Great Race, The (1965)",1083
10006521,Bonnie and Clyde (1967),1084
10018660,"Old Man and the Sea, The (1958)",1085
10030927,Dial M for Murder (1954),1086
10052276,Madame Butterfly (1995),1087
10054261,Dirty Dancing (1987),1088
10062753,Reservoir Dogs (1992),1089
10077618,Platoon (1986),1090
10084339,Weekend at Bernie's (1989),1091
10092656,Basic Instinct (1992),1092
10098093,"Doors, The (1991)",1093
10098297,"Crying Game, The (1992)",1094
10101345,Glengarry Glen Ross (1992),1095
10110039,Sophie's Choice (1982),1096
10113452,E.T. the Extra-Terrestrial (1982),1097
10120527,"Search for One-eye Jimmy, The (1996)",1098
10127521,"Christmas Carol, A (1938)",1099
10148787,Days of Thunder (1990),1100
10158956,Top Gun (1986),1101
10177112,American Strays (1996),1102
10183424,Rebel Without a Cause (1955),1103
10196977,"Streetcar Named Desire, A (1951)",1104
10199627,Children of the Corn IV: The Gathering (1996),1105
10211924,"Leopard Son, The (1996)",1106
10219302,Loser (1991),1107
10219666,Charm's Incidents (Charms Zwischenfälle) (1996),1109
10227825,Bird of Prey (1996),1110
10231516,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),1111
10234987,Palookaville (1996),1112
10236624,"Associate, The (1996)",1113
10237939,"Funeral, The (1996)",1114
10242686,Sleepover (1995),1115
10245092,"Single Girl, A (Fille seule, La) (1995)",1116
10259247,"Eighth Day, The (Huitième jour, Le) (1996)",1117
10260580,North Star (a.k.a. Tashunga) (1995),1118
10262474,Drunks (1995),1119
10264475,"People vs. Larry Flynt, The (1996)",1120
10280947,Glory Daze (1995),1121
10286683,Plutonium Circus (1995),1122
10294245,"Perfect Candidate, A (1996)",1123
10298244,On Golden Pond (1981),1124
10299343,"Return of the Pink Panther, The (1975)",1125
10323000,Drop Dead Fred (1991),1126
10323600,"Abyss, The (1989)",1127
10325161,"Fog, The (1980)",1128
10336874,Escape from New York (1981),1129
10339008,"Howling, The (1980)",1130
10340834,Jean de Florette (1986),1131
10342275,Manon of the Spring (Manon des sources) (1986),1132
10344229,Talking About Sex (1994),1133
10344925,Johnny 100 Pesos (Johnny cien pesos) (1993),1134
10345975,Private Benjamin (1980),1135
10349257,Monty Python and the Holy Grail (1975),1136
10349586,Hustler White (1996),1137
10350232,Dadetown (1995),1138
10352145,Everything Relative (1996),1139
10354581,Entertaining Angels: The Dorothy Day Story (1996),1140
10356935,Last Call (Hoogste tijd) (1995),1141
10357274,Get Over It (1996),1142
10357654,Three Lives and Only One Death (Trois vies & une seule mort) (1996),1143
10358284,"Line King: The Al Hirschfeld Story, The (1996)",1144
10360153,Snowriders (1996),1145
10361305,Curtis's Charm (1995),1146
10363829,When We Were Kings (1996),1147
10365941,Wallace & Gromit: The Wrong Trousers (1993),1148
10366617,JLG/JLG (JLG/JLG - autoportrait de décembre) (1994),1149
10371112,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",1150
10371814,Faust (1994),1151
10373260,He Walked by Night (1948),1152
10375243,Raw Deal (1948),1153
10375670,T-Men (1947),1154
10376126,"Invitation, The (Zaproszenie) (1986)",1155
10390690,"Children Are Watching Us, The (Bambini ci guardano, I) (1944)",1156
10397192,"Symphonie pastorale, La (1946)",1157
10402456,Here Comes Cookie (1935),1158
10402655,Love in Bloom (1935),1159
10403111,Six of a Kind (1934),1160
10404555,"Tin Drum, The (Blechtrommel, Die) (1979)",1161
10404750,"Ruling Class, The (1972)",1162
10405099,Mina Tannenbaum (1994),1163
10411785,2 ou 3 choses que je sais d'elle (2 or 3 Things I Know About Her) (1967),1164
10417653,"Bloody Child, The (1996)",1165
10417762,Farmer & Chase (1997),1166
10418499,Dear God (1996),1167
10419484,Bad Moon (1996),1168
10419734,American Dream (1990),1169
10423172,Best of the Best 3: No Turning Back (1995),1170
10424341,Bob Roberts (1992),1171
10424753,Cinema Paradiso (Nuovo cinema Paradiso) (1989),1172
10429189,"Cook the Thief His Wife & Her Lover, The (1989)",1173
10432477,Dead Tired (Grosse Fatigue) (1994),1174
